sq_mt_built,n_rooms,n_bathrooms,floor,house_type_id,is_renewal_needed,built_year,has_lift,is_exterior,has_parking,raw_address,buy_price,energy_certificate,age
53,1,1,6,HouseType 1: Pisos,0,0,1,1,1,maricara,146000,en trámite,0
125,3,3,7,HouseType 5: Áticos,0,2004,1,1,0,"Calle Estefanita, 6",275000,en trámite,20
153,4,2,1,HouseType 1: Pisos,0,1999,1,1,1,no descrito,178000,en trámite,25
86,3,1,4,HouseType 1: Pisos,0,1984,1,0,0,no descrito,129000,en trámite,40
66,2,1,2,HouseType 1: Pisos,0,0,0,1,0,Calle de Rocafort,96000,en trámite,0
63,3,1,4,HouseType 1: Pisos,0,1960,0,1,0,"Calle de Benimamet, 6",82000,en trámite,64
59,2,1,1,HouseType 1: Pisos,0,0,0,0,0,"Calle de Sáhara, 89",126900,G,0
95,3,1,0,HouseType 1: Pisos,0,1966,0,1,1,Urb. privada,199000,en trámite,58
65,2,1,2,HouseType 1: Pisos,0,0,1,1,1,"COBALTO, 22",232000,en trámite,0
69,2,1,1,HouseType 1: Pisos,0,0,1,1,0,"Avenida REAL DE PINTO, 41",240000,en trámite,0
115,4,2,1,HouseType 1: Pisos,0,0,1,0,0,Calle María de Echarri,330000,no indicado,0
60,3,1,3,HouseType 1: Pisos,0,1960,0,1,0,Calle Villastar,120000,en trámite,64
90,3,2,4,HouseType 1: Pisos,0,0,1,1,1,"transversal sexta, 1",172000,en trámite,0
60,3,1,2,HouseType 1: Pisos,0,0,1,1,0,Urb. Calle de Burjasot,82260,en trámite,0
65,2,1,0,HouseType 1: Pisos,0,1950,1,1,0,Calle de la del Manojo de Rosas,109000,en trámite,74
115,4,1,1,HouseType 1: Pisos,0,0,1,1,0,"Gigante y Cabezudo, 70",133000,en trámite,0
83,3,2,1,HouseType 1: Pisos,1,0,1,1,0,Plaza Pinazo,111000,en trámite,0
55,2,1,2,HouseType 1: Pisos,0,0,0,1,0,Calle Doctor Pérez Domínguez s/n,110000,en trámite,0
80,2,2,1,HouseType 1: Pisos,0,2003,1,1,1,no descrito,179990,en trámite,21
68,3,1,1,HouseType 1: Pisos,0,0,0,1,0,Calle José del Pino Jiménez,156000,en trámite,0
89,2,2,1,HouseType 1: Pisos,0,0,1,1,0,"Magnesia, 18",228000,G,0
61,3,1,4,HouseType 1: Pisos,0,1960,0,1,0,Calle de Rocafort,89000,en trámite,64
67,3,1,3,HouseType 1: Pisos,0,1960,0,0,0,Calle la Canción del Olvido,119000,en trámite,64
68,3,1,2,HouseType 1: Pisos,0,0,0,1,0,Calle Beniferri,94000,en trámite,0
92,3,2,4,HouseType 1: Pisos,0,1962,1,1,0,Urb. Los Angeles,175000,G,62
70,3,1,2,HouseType 1: Pisos,0,0,0,1,0,no descrito,90000,en trámite,0
63,3,1,1,HouseType 1: Pisos,0,1966,1,1,0,Sahara,167000,no indicado,58
57,3,1,5,HouseType 1: Pisos,0,1965,0,1,0,no descrito,96000,en trámite,59
63,3,1,3,HouseType 1: Pisos,0,1968,0,1,0,Calle de los Cacereños,84000,en trámite,56
52,2,1,4,HouseType 1: Pisos,1,1960,0,0,0,"Calle la Canción del Olvido, 43",101000,no indicado,64
125,3,2,1,HouseType 1: Pisos,0,0,1,1,1,"Generosidad, 14",210000,en trámite,0
125,3,3,1,HouseType 4: Dúplex,0,2004,1,0,0,Calle Estefanita,275000,D,20
75,3,1,2,HouseType 1: Pisos,0,0,0,0,0,"Calle de Martinez Oviol, 40",131400,no indicado,0
71,3,1,1,HouseType 1: Pisos,0,0,0,0,0,"Calle de San Neviano, 1",131400,no indicado,0
80,3,1,1,HouseType 1: Pisos,0,0,0,1,0,no descrito,95000,en trámite,0
66,3,1,1,HouseType 1: Pisos,0,1969,0,1,0,no descrito,93000,en trámite,55
95,2,2,0,HouseType 1: Pisos,0,2007,1,0,0,"Calle Salsipuedes, 25",154500,no indicado,17
61,3,1,4,HouseType 1: Pisos,0,0,0,1,0,Calle Concepción de la Oliva,100000,en trámite,0
42,4,1,0,HouseType 1: Pisos,0,0,0,0,0,"Calle de rocafort, 51",95900,E,0
85,3,1,1,HouseType 1: Pisos,0,1980,0,1,1,Urb. Platino,154900,en trámite,44
80,2,1,3,HouseType 1: Pisos,0,0,1,1,0,Calle Ampuero,115000,en trámite,0
55,2,1,3,HouseType 1: Pisos,0,1962,0,1,0,Calle Platino,96000,en trámite,62
60,2,1,3,HouseType 1: Pisos,0,0,0,1,0,"Calle de Benimamet, Madrid",95000,en trámite,0
55,3,1,1,HouseType 1: Pisos,0,0,0,1,0,no descrito,78000,no indicado,0
93,3,1,0,HouseType 1: Pisos,0,0,0,1,0,no descrito,128500,en trámite,0
55,2,1,0,HouseType 1: Pisos,0,0,0,1,0,no descrito,95000,en trámite,0
82,3,1,3,HouseType 1: Pisos,0,0,0,1,0,Calle de Rocafort,83900,en trámite,0
53,2,1,1,HouseType 1: Pisos,0,0,0,1,0,Calle Encarnación Oviol s/n,96000,en trámite,0
69,2,1,0,HouseType 1: Pisos,0,0,0,0,0,"Calle del Cobalto, 17",118600,no indicado,0
58,2,1,1,HouseType 1: Pisos,0,0,0,1,0,Calle de Sáhara,118000,en trámite,0
70,2,1,1,HouseType 1: Pisos,0,2009,1,1,0,"Calle de Juan José Martínez Seco, 87",202000,no indicado,15
47,1,1,3,HouseType 1: Pisos,0,2009,1,0,0,"Calle de Juan José Martínez Seco, 87",144000,no indicado,15
64,2,1,1,HouseType 1: Pisos,0,0,0,0,0,Calle Eduardo Minguito,98968,G,0
50,2,1,3,HouseType 1: Pisos,0,0,0,1,0,"Encarnación oviol, 45",105000,E,0
103,3,2,7,HouseType 4: Dúplex,0,0,1,1,1,"Calle de Berrocal, 3",265000,en trámite,0
90,3,2,1,HouseType 1: Pisos,0,0,1,1,1,"Calle Bario, 20",290000,no indicado,0
66,2,1,3,HouseType 1: Pisos,0,0,0,1,0,cale concepcion de la oliva,90000,en trámite,0
70,2,1,0,HouseType 1: Pisos,0,1973,0,1,0,Paseo FERROVIARIOS,75000,en trámite,51
60,2,1,2,HouseType 1: Pisos,0,0,0,1,0,Calle de la Aladierna,125000,en trámite,0
101,2,2,6,HouseType 1: Pisos,0,0,1,1,1,"Calle Ganados del Salobral, 4",255000,no indicado,0
75,3,1,3,HouseType 1: Pisos,0,0,0,0,0,"Calle Villavendimio, 15",117300,E,0
55,2,1,3,HouseType 1: Pisos,1,1959,0,1,0,Calle de Albino Hernández Lázaro,96600,G,65
77,3,1,3,HouseType 1: Pisos,0,1960,0,1,0,Calle la Corte del Faraón,119000,en trámite,64
56,3,1,1,HouseType 1: Pisos,0,1967,1,1,0,Calle Villajoyosa,100000,en trámite,57
68,3,1,2,HouseType 1: Pisos,0,0,0,1,0,Calle Potasa,97000,en trámite,0
72,3,1,0,HouseType 1: Pisos,1,1965,1,1,0,Calle Villajoyosa,95000,en trámite,59
70,3,1,3,HouseType 1: Pisos,0,0,0,1,0,"Calle Acebes, 2",135000,E,0
75,2,2,0,HouseType 1: Pisos,0,0,0,1,0,"Calle del Estroncio, 9",195000,no indicado,0
120,3,1,1,HouseType 1: Pisos,0,1970,0,1,0,"Calle Doctor Pérez Domínguez, 6",195000,no indicado,54
91,2,2,1,HouseType 1: Pisos,0,0,1,1,1,"Calle Lagunas de Neila, 20",215000,en trámite,0
95,2,1,2,HouseType 1: Pisos,0,1967,0,1,0,"Calle Emilia Ballester, 13",122000,no indicado,57
61,3,1,1,HouseType 1: Pisos,0,0,0,1,0,"Paseo Talleres, 14 , 1ºA",125000,en trámite,0
73,2,1,1,HouseType 1: Pisos,0,0,0,1,0,"Calle Diamante, 68",120000,en trámite,0
66,3,1,1,HouseType 1: Pisos,1,0,0,1,0,"Calle Emilia Ballester, 18",93000,G,0
68,2,1,4,HouseType 1: Pisos,0,0,0,1,0,"Paseo Talleres, 4",125000,no indicado,0
70,3,1,3,HouseType 1: Pisos,0,1968,0,1,0,Calle de Tordegrillos,104840,en trámite,56
42,4,1,1,HouseType 1: Pisos,0,0,0,0,0,"Calle de Rocafort, 51",95900,E,0
54,3,1,0,HouseType 1: Pisos,1,0,0,0,0,Calle Litos,71000,G,0
56,3,1,1,HouseType 1: Pisos,0,1967,1,1,0,Calle Villajoyosa,105000,en trámite,57
100,4,1,1,HouseType 1: Pisos,0,0,1,1,0,"Calle de la Alegría de la Huerta, 24",165000,A,0
125,4,2,0,HouseType 1: Pisos,0,0,1,1,0,Travesía Arechavaleta,173000,en trámite,0
54,3,1,0,HouseType 1: Pisos,1,1965,0,1,0,Calle Litos,71000,en trámite,59
130,4,2,2,HouseType 1: Pisos,0,0,1,1,0,Plaza Pinazo,168000,en trámite,0
68,2,1,0,HouseType 1: Pisos,0,0,0,1,0,Calle Arechavaleta,99900,en trámite,0
85,3,1,3,HouseType 1: Pisos,1,1975,0,1,0,no descrito,128000,en trámite,49
75,3,1,3,HouseType 1: Pisos,0,1974,0,1,0,"Calle Doctor Criado, Madrid, 6",120000,en trámite,50
80,2,1,1,HouseType 1: Pisos,0,0,0,1,0,Calle Alcocer,95000,en trámite,0
64,2,1,2,HouseType 1: Pisos,0,0,0,0,0,"Calle Moncada, 115",110000,E,0
69,4,1,3,HouseType 1: Pisos,0,0,0,1,0,rocafort,85900,en trámite,0
115,4,1,1,HouseType 1: Pisos,0,0,0,1,0,"Calle Plantino, 25",184900,en trámite,0
70,3,1,2,HouseType 1: Pisos,0,0,0,0,0,"Calle de Rocafort, 17",142500,en trámite,0
56,2,1,4,HouseType 1: Pisos,0,1965,0,1,0,no descrito,109000,no indicado,59
90,2,1,4,HouseType 1: Pisos,0,0,0,1,0,"Calle del Arroyo Bueno, 43",140000,no indicado,0
75,3,1,3,HouseType 1: Pisos,0,0,0,0,0,"Calle Villavendimio, 15",117300,E,0
71,2,1,1,HouseType 1: Pisos,0,0,0,1,0,"Calle maría martínez oviol, 11",120000,no indicado,0
76,3,1,2,HouseType 1: Pisos,0,0,1,1,0,"Calle de Paterna, 48",110000,G,0
114,4,2,2,HouseType 1: Pisos,0,0,1,1,0,"Calle Huerta de Villaverde, 20",299000,no indicado,0
90,3,2,3,HouseType 1: Pisos,0,0,1,1,1,"Calle Transversal Sexta, 2",180000,en trámite,0
70,3,1,1,HouseType 1: Pisos,1,0,0,1,0,"Plaza Pinazo, 27",85000,no indicado,0
80,3,1,0,HouseType 1: Pisos,1,0,0,1,0,"Calle Amadeo Fernández, 2",100000,A,0
96,4,2,7,HouseType 1: Pisos,1,0,1,1,0,"Calle Pan y Toros, 3",170000,no indicado,0
50,1,1,2,HouseType 1: Pisos,0,0,1,1,0,"Calle Tántalo, 10",125000,no indicado,0
85,3,2,1,HouseType 1: Pisos,0,0,1,1,1,"Calle Selma Lagerloff, 15",230000,no indicado,0
90,3,2,5,HouseType 1: Pisos,0,0,1,1,1,"Calle Berrocal, 10",300000,no indicado,0
60,3,1,0,HouseType 1: Pisos,0,0,1,1,0,"Calle de Beniferri, 12",120000,en trámite,0
90,2,2,7,HouseType 5: Áticos,0,0,1,1,1,"Calle Lenguas, 12",240000,en trámite,0
60,3,1,4,HouseType 1: Pisos,0,0,0,1,0,"Calle de Godella, 227",140000,en trámite,0
105,3,2,2,HouseType 1: Pisos,0,0,0,1,0,"Calle Pimienta, 4",135000,en trámite,0
140,3,3,4,HouseType 4: Dúplex,1,2003,1,1,1,"Calle de Berrocal, 72",340000,A,21
112,3,2,1,HouseType 1: Pisos,0,1965,0,1,0,"Calle Emilia Ballester, 48",230000,no indicado,59
60,3,1,4,HouseType 1: Pisos,0,0,0,1,0,"Calle de Godella, 219",145000,en trámite,0
62,2,1,2,HouseType 1: Pisos,1,0,0,1,0,"Calle Azufre, 3",142450,en trámite,0
240,4,3,1,HouseType 2: Casa o chalet,0,0,0,0,1,"Calle Calamina, 16",580000,en trámite,0
81,3,1,3,HouseType 1: Pisos,0,0,1,1,0,"Calle Pan y Toros, 10",160000,B,0
75,3,1,3,HouseType 1: Pisos,0,0,0,1,1,"Calle de Juan José Martínez Seco, 11",180000,no indicado,0
72,3,1,2,HouseType 1: Pisos,0,0,1,1,0,"Calle Talco, 12",130000,no indicado,0
95,2,2,3,HouseType 1: Pisos,0,0,1,1,1,"Calle Berrocal, 3",250000,no indicado,0
49,1,1,2,HouseType 1: Pisos,0,0,1,1,1,"Calle Lenguas, 22",190000,no indicado,0
90,3,1,2,HouseType 1: Pisos,0,0,0,1,0,"Calle Sulfato, 22",169000,no indicado,0
78,2,1,3,HouseType 1: Pisos,0,0,0,1,0,"Calle Magnesia, 14",168000,en trámite,0
100,3,1,3,HouseType 1: Pisos,0,0,0,1,0,"Calle del Cobalto, 14",210000,no indicado,0
70,3,1,1,HouseType 1: Pisos,0,0,1,1,0,no descrito,95000,en trámite,0
52,2,1,0,HouseType 1: Pisos,1,1965,0,0,0,no descrito,74800,en trámite,59
56,3,1,1,HouseType 1: Pisos,1,0,0,1,0,no descrito,78000,en trámite,0
110,3,2,2,HouseType 1: Pisos,0,0,1,1,1,"Calle Intermedia Norte, 18",189000,E,0
115,3,3,3,HouseType 4: Dúplex,0,0,1,1,1,"Calle de Berrocal, 64",245000,en trámite,0
70,3,1,2,HouseType 1: Pisos,0,0,0,1,0,no descrito,97000,en trámite,0
75,3,1,4,HouseType 1: Pisos,0,0,1,1,0,"Calle de Paterna, 17",155000,no indicado,0
116,4,2,0,HouseType 1: Pisos,1,1978,1,1,0,"Travesía Arechavaleta, 2",170000,en trámite,46
48,2,1,4,HouseType 1: Pisos,0,2009,1,1,0,"Calle Uranio, 9",120000,D,15
80,3,1,0,HouseType 1: Pisos,1,0,0,1,0,"Calle Turba, 1",125000,no indicado,0
81,3,1,2,HouseType 1: Pisos,0,0,0,1,0,"Calle Eduardo Maristany, 1",139500,A,0
95,4,2,7,HouseType 1: Pisos,1,0,1,1,0,"Pan y Toros, 17",198000,en trámite,0
60,4,1,5,HouseType 1: Pisos,1,1960,0,1,0,"Calle de Rocafort, 25",75000,E,64
50,2,1,3,HouseType 1: Pisos,0,0,1,1,0,"Calle Gilena, 9",123000,A,0
50,1,1,6,HouseType 1: Pisos,0,0,1,1,1,"Calle Lenguas, 22",148000,B,0
242,4,3,1,HouseType 2: Casa o chalet,0,0,0,0,1,Alto Villaverde s/n,380000,no indicado,0
166,3,1,1,HouseType 2: Casa o chalet,1,0,0,0,0,"Calle de Benita López, 24",300000,no indicado,0
50,2,1,2,HouseType 1: Pisos,0,0,0,1,0,"Plaza Ágata, 11",140000,C,0
94,4,1,1,HouseType 1: Pisos,0,0,1,1,0,"Avenida de la Verbena de la Paloma, 10",190000,no indicado,0
80,3,1,1,HouseType 1: Pisos,0,0,0,1,0,"Calle Manojo de Rosas, 19",150000,no indicado,0
65,2,1,0,HouseType 1: Pisos,0,0,0,1,0,"Calle Villarramiel, 5",110000,no indicado,0
105,3,2,2,HouseType 1: Pisos,0,0,1,1,1,"Calle Transversal Sexta, 24",190000,no indicado,0
100,3,1,0,HouseType 1: Pisos,0,0,1,1,0,"Calle Alegría de la Huerta, 10",142000,no indicado,0
64,3,1,1,HouseType 1: Pisos,0,1969,0,1,0,no descrito,95000,en trámite,55
85,2,2,2,HouseType 1: Pisos,0,0,1,1,0,no descrito,229000,en trámite,0
72,3,1,2,HouseType 1: Pisos,0,0,0,1,0,"Calle de Juan Peñalver, 8",140000,D,0
92,3,1,0,HouseType 1: Pisos,0,0,1,1,0,no descrito,119000,en trámite,0
106,3,1,1,HouseType 1: Pisos,0,0,1,1,0,"Calle Potes, 9",145000,inmueble exento,0
67,2,1,5,HouseType 1: Pisos,0,0,0,1,0,"Calle Doña Francisquita, 5",115000,E,0
60,2,1,0,HouseType 1: Pisos,0,0,0,1,0,"Calle Huerta de Villaverde, 22",150000,no indicado,0
71,2,1,1,HouseType 1: Pisos,0,0,1,0,0,Calle de Juan José Martínez Seco,202000,G,0
48,1,1,1,HouseType 1: Pisos,0,0,1,0,0,Calle de Juan José Martínez Seco,144000,G,0
60,2,1,1,HouseType 1: Pisos,0,0,0,1,0,"Calle Lenguas, 11",120000,no indicado,0
60,3,1,1,HouseType 1: Pisos,0,0,0,1,0,beniferri,105000,en trámite,0
61,3,1,1,HouseType 1: Pisos,0,0,1,1,0,Calle alcocer,108000,en trámite,0
115,3,1,4,HouseType 1: Pisos,0,0,1,1,0,Calle Potes,147000,en trámite,0
55,2,1,3,HouseType 1: Pisos,0,0,0,1,0,Calle Emilia Ballester,95000,en trámite,0
65,3,1,0,HouseType 1: Pisos,1,0,1,1,0,"Calle Villajoyosa, 65",99500,en trámite,0
118,3,2,0,HouseType 4: Dúplex,0,0,1,1,1,"Calle Transversal Sexta, 1",179000,en trámite,0
54,3,1,1,HouseType 1: Pisos,0,0,0,0,0,Calle de Juan José Martínez Seco,91958,G,0
80,3,1,3,HouseType 1: Pisos,1,0,0,1,0,"Calle Parvillas Altas, 15",100000,en trámite,0
147,4,2,4,HouseType 4: Dúplex,0,2003,1,1,1,"Calle de Berrocal, 12",340000,A,21
81,3,1,2,HouseType 1: Pisos,0,0,0,1,0,"Calle Eduardo Maristany, 1",139500,A,0
108,4,2,2,HouseType 1: Pisos,0,0,0,1,0,"huesped del sevillano, 21",156000,en trámite,0
133,4,2,6,HouseType 1: Pisos,0,0,1,1,1,"Calle María de Echarri, 1",280000,en trámite,0
90,3,2,5,HouseType 1: Pisos,0,2008,1,1,0,"Calle de Godella, 100",139000,no indicado,16
63,2,1,1,HouseType 1: Pisos,1,1962,0,1,0,"Calle Moncada, 109",102000,no indicado,62
95,2,1,0,HouseType 1: Pisos,0,0,1,0,0,Calle Salsipuedes,154500,G,0
76,2,1,1,HouseType 1: Pisos,0,0,0,0,0,Calle de Paterna,109492,G,0
115,3,1,4,HouseType 1: Pisos,0,0,1,1,0,"Calle Potes, 5",148000,A,0
70,3,1,4,HouseType 1: Pisos,0,0,0,1,0,"Calle de Benimamet, 68",95000,B,0
71,3,1,5,HouseType 1: Pisos,0,0,1,1,0,"Calle de Rocafort, 16",100000,B,0
70,3,1,5,HouseType 1: Pisos,0,0,0,1,0,"Calle de Godella, 160",97000,en trámite,0
100,3,2,4,HouseType 1: Pisos,0,0,1,1,0,"Calle de la Unanimidad, 51",179000,no indicado,0
63,3,1,5,HouseType 1: Pisos,0,0,0,1,0,"Calle Moncada, 107",119000,en trámite,0
60,2,1,3,HouseType 1: Pisos,0,0,0,1,0,"Calle Manola y Rosario, 1",95000,A,0
105,3,2,5,HouseType 1: Pisos,0,0,1,1,0,"Calle Anoeta, 26",260000,no indicado,0
93,2,2,1,HouseType 1: Pisos,0,0,1,1,1,"Calle Huerta de Villaverde, 1",210000,en trámite,0
80,2,2,1,HouseType 1: Pisos,0,0,1,1,1,"Calle Uranio, 20",250000,no indicado,0
54,2,1,3,HouseType 1: Pisos,0,0,0,1,0,"Calle Doña Francisquita, 3",148000,no indicado,0
64,2,1,0,HouseType 1: Pisos,0,0,0,1,0,no descrito,99000,en trámite,0
68,3,1,1,HouseType 1: Pisos,1,0,0,1,0,Calle Moncada,88000,no indicado,0
75,3,1,2,HouseType 1: Pisos,0,1979,0,0,0,no descrito,120000,D,45
100,3,2,5,HouseType 1: Pisos,0,0,1,1,1,Urb. pryconsa,299995,en trámite,0
62,2,2,2,HouseType 1: Pisos,0,1969,0,1,0,Calle del Talco,148000,en trámite,55
78,3,1,1,HouseType 1: Pisos,0,1984,1,0,0,no descrito,127000,en trámite,40
83,3,1,3,HouseType 1: Pisos,0,1964,0,1,0,Paseo de Alberto Palacios,155000,en trámite,60
68,3,1,2,HouseType 1: Pisos,0,0,0,1,0,no descrito,97000,en trámite,0
76,3,1,1,HouseType 1: Pisos,0,0,1,0,0,"Calle de la del Manojo de Rosas, 49 -47",108000,F,0
66,2,1,0,HouseType 1: Pisos,1,0,0,1,0,Urb. Periana,95000,en trámite,0
65,3,1,3,HouseType 1: Pisos,1,0,0,1,0,"Calle del Arroyo Bueno, 37",110000,no indicado,0
65,2,1,8,HouseType 1: Pisos,0,1972,1,1,0,"Calle San Luciano, 9",125000,no indicado,52
70,2,2,0,HouseType 1: Pisos,0,0,0,1,1,"Calle de la Unanimidad, 55",196000,E,0
49,2,1,0,HouseType 1: Pisos,0,0,0,1,0,"Calle Huerta de Villaverde, 8",120000,D,0
100,3,2,4,HouseType 1: Pisos,0,0,1,1,0,"Calle de la unanimidad, 45",210000,en trámite,0
90,4,2,0,HouseType 1: Pisos,0,0,1,1,1,"Calle del Consenso, 6",230000,F,0
65,3,1,0,HouseType 1: Pisos,0,1980,0,1,0,"Calle de Domingo Párraga, 26",107583,en trámite,44
68,2,1,8,HouseType 1: Pisos,0,0,1,1,0,"Calle Burjasot, 6",120000,no indicado,0
90,3,1,1,HouseType 1: Pisos,1,0,0,1,0,"Calle del Doctor Martín Arévalo, 26",140000,no indicado,0
55,2,1,0,HouseType 1: Pisos,0,0,1,1,0,"Avenida de la Verbena de la Paloma, 41",135000,en trámite,0
70,2,1,3,HouseType 1: Pisos,0,0,0,1,0,"Avenida Real de Pinto, 56",126000,en trámite,0
123,4,2,3,HouseType 1: Pisos,0,1981,0,1,1,"Camino Leganés, 25",220000,F,43
74,2,2,2,HouseType 1: Pisos,0,0,1,1,0,Clara Schumann s/n,198000,D,0
64,2,1,2,HouseType 1: Pisos,0,0,0,1,0,"Avenida de la Verbena de la Paloma, 26",150000,no indicado,0
80,3,2,0,HouseType 4: Dúplex,0,2000,1,1,1,"Calle Transversal Sexta, 1",160000,E,24
113,3,2,1,HouseType 1: Pisos,0,2010,1,1,1,"Calle Augustóbriga, 9",359900,D,14
89,3,2,4,HouseType 1: Pisos,0,2000,1,1,1,"Calle Transversal Sexta, 3",174000,E,24
109,3,1,1,HouseType 1: Pisos,0,0,0,1,0,"Calle juan peñalver, 16",185000,A,0
120,3,1,4,HouseType 1: Pisos,1,1974,0,1,0,"Calle Francisco Ordóñez, 5",180000,E,50
101,2,2,0,HouseType 1: Pisos,0,2007,1,1,1,"Calle Salsipuedes, 2",245000,no indicado,17
75,2,1,3,HouseType 1: Pisos,0,1970,0,1,0,no descrito,146000,en trámite,54
52,2,1,4,HouseType 1: Pisos,0,0,1,1,0,"Calle Santa Florencia, 21",85000,no indicado,0
75,3,1,0,HouseType 1: Pisos,0,0,0,1,0,"Calle de Sáhara, 100",139900,en trámite,0
75,3,1,4,HouseType 1: Pisos,0,1971,0,1,0,Calle Arechavaleta,113000,en trámite,53
30,1,1,0,HouseType 1: Pisos,0,1981,0,1,0,no descrito,72000,en trámite,43
54,3,1,3,HouseType 1: Pisos,0,1964,0,1,0,Calle de Juan José Martínez Seco,91957,en trámite,60
65,3,1,3,HouseType 1: Pisos,0,0,0,1,0,carmen bordiu,109900,en trámite,0
65,2,1,4,HouseType 1: Pisos,0,0,0,1,0,palomares,105000,E,0
60,2,1,0,HouseType 1: Pisos,0,0,0,1,0,"Calle Moncada, 99",70000,en trámite,0
69,2,1,0,HouseType 1: Pisos,0,1965,0,1,0,GOMEZ ACEBO,132000,en trámite,59
65,3,1,0,HouseType 1: Pisos,0,0,1,1,0,Calle de Beniferri,120000,en trámite,0
90,3,1,1,HouseType 1: Pisos,0,0,0,0,0,Calle Doctor Criado,159000,en trámite,0
100,3,2,3,HouseType 1: Pisos,0,0,1,1,1,"Calle del Doctor Martín Arévalo, 59",230000,E,0
62,2,1,1,HouseType 1: Pisos,0,0,0,0,0,Calle de Godella,93000,E,0
83,3,2,1,HouseType 1: Pisos,0,0,1,0,0,"Paseo de María Droc, 18",99900,E,0
81,3,1,3,HouseType 1: Pisos,0,0,0,0,0,"Calle Vicente Carballal, 9",116100,G,0
65,3,1,2,HouseType 1: Pisos,0,0,0,1,0,Calle de Godella,120000,en trámite,0
60,2,1,3,HouseType 1: Pisos,0,0,0,1,1,"Paseo de Alberto Palacios, 68",138000,A,0
83,3,1,1,HouseType 1: Pisos,0,1965,0,1,0,JOSÉ DEL PINO,116675,en trámite,59
76,2,1,2,HouseType 1: Pisos,0,1968,1,1,0,Paterna,109491,en trámite,56
95,4,1,4,HouseType 1: Pisos,0,0,0,1,0,no descrito,138000,en trámite,0
80,2,2,1,HouseType 1: Pisos,0,2005,1,1,1,"Calle Euskalduna, 1",250000,A,19
88,2,2,1,HouseType 1: Pisos,0,0,1,1,0,"Calle Salsipuedes, 2",304000,no indicado,0
67,3,1,1,HouseType 1: Pisos,0,0,0,1,0,"Calle José del pino Jiménez, 11",150000,no indicado,0
90,3,1,1,HouseType 1: Pisos,0,0,1,1,0,"Calle de Anoeta, 42",208000,no indicado,0
75,3,1,1,HouseType 1: Pisos,0,1984,1,0,0,no descrito,114900,en trámite,40
89,3,1,0,HouseType 1: Pisos,1,0,1,1,0,"Calle Diamante, 68",139000,no indicado,0
66,2,1,1,HouseType 1: Pisos,0,1972,1,1,0,no descrito,116600,en trámite,52
94,3,1,0,HouseType 1: Pisos,0,0,0,0,0,no descrito,207000,en trámite,0
85,2,2,3,HouseType 1: Pisos,0,0,1,1,1,no descrito,180000,no indicado,0
68,2,1,3,HouseType 1: Pisos,0,0,1,1,1,"Calle Calcio, 20",207000,no indicado,0
105,3,2,0,HouseType 1: Pisos,0,1983,0,1,1,azufre,182260,en trámite,41
85,3,1,2,HouseType 1: Pisos,0,0,0,1,1,"Calle San Macario, 8",159000,no indicado,0
88,3,1,0,HouseType 1: Pisos,0,1964,0,1,0,Calle de Lubian,116000,en trámite,60
160,2,1,5,HouseType 5: Áticos,0,1992,1,1,1,"Calle del Arroyo Bueno, 4",260000,no indicado,32
60,2,1,2,HouseType 1: Pisos,0,1953,0,0,0,Calle de Getafe,99000,en trámite,71
90,3,2,4,HouseType 1: Pisos,0,0,1,1,1,"Calle Transversal Sexta, 1",172000,no indicado,0
88,3,1,3,HouseType 1: Pisos,0,1962,0,0,0,Paseo de Alberto Palacios,132260,en trámite,62
53,1,1,3,HouseType 5: Áticos,0,2007,1,1,0,Calle de Juan José Martínez Seco,144000,G,17
89,3,2,5,HouseType 1: Pisos,0,2003,1,1,1,"Calle Limonita, 5",235000,E,21
119,3,2,3,HouseType 1: Pisos,0,0,1,1,1,"Calle de Berrocal, 3",269000,en trámite,0
65,3,1,3,HouseType 1: Pisos,0,1965,0,1,0,Calle Alberto Palacios,97000,en trámite,59
120,4,2,1,HouseType 1: Pisos,0,0,1,1,0,"Plaza Pinazo, 14",173000,en trámite,0
85,3,1,4,HouseType 1: Pisos,0,1997,0,1,0,Calle Miguel Solas,140200,no indicado,27
110,2,2,2,HouseType 1: Pisos,0,0,1,1,1,"Avenida de los Rosales, 62",225000,no indicado,0
116,3,2,5,HouseType 1: Pisos,0,2002,1,1,1,"Calle Grazia Deledda, 9",295000,en trámite,22
80,3,1,1,HouseType 1: Pisos,0,1979,0,1,1,"Calle de Juan Peñalver, 66",135000,E,45
115,3,2,6,HouseType 1: Pisos,0,0,1,1,1,"Calle de Berrocal, 70",275000,en trámite,0
114,4,2,3,HouseType 1: Pisos,0,0,1,1,0,"Calle Huerta de Villaverde, 20",257000,no indicado,0
95,4,1,1,HouseType 1: Pisos,0,1970,1,1,1,"Calle de la del Manojo de Rosas, 65 -69",175000,no indicado,54
110,3,2,6,HouseType 1: Pisos,0,0,1,1,1,"Calle de Berrocal, 70",274999,en trámite,0
70,2,1,3,HouseType 1: Pisos,0,0,1,1,0,"Calle de Domingo Párraga, 4",146750,en trámite,0
86,2,2,2,HouseType 1: Pisos,0,0,1,0,1,"Calle de Berrocal, 3",218000,no indicado,0
100,3,2,5,HouseType 1: Pisos,0,2002,1,1,1,"Flora Tristán, 6",285000,A,22
274,8,3,1,HouseType 2: Casa o chalet,0,0,0,0,0,"Calle Leonor Góngora, 46",495000,no indicado,0
